,i,a,e,f,g
81,4.576472022692436,6978.000012820378,1.8372568684569984e-09,-1.0587911840678754e-22,0.0
82,4.576472022682792,6978.000012960964,1.8574038315351688e-09,2.6469779601696886e-22,9.094947017729282e-13
83,4.576472022673149,6978.00001310155,1.877550952374634e-09,5.823351512373315e-22,-9.094947017729282e-13
84,4.576472022663506,6978.0000132421355,1.897697812202258e-09,-2.9116757561866574e-22,0.0
85,4.576472022653862,6978.000013382721,1.917844793708671e-09,2.117582368135751e-22,0.0
86,4.576472022644218,6978.000013523307,1.937991788872312e-09,5.558653716356346e-22,0.0
87,4.576472022634575,6978.000013663893,1.9581389558579935e-09,-3.705769144237564e-22,-9.094947017729282e-13
88,4.576472022624931,6978.000013804479,1.9782858481223084e-09,0.0,0.0
89,4.576472022615287,6978.000013945065,1.998433001011599e-09,3.705769144237564e-22,0.0
90,4.576472022605644,6978.000014085651,2.0185800458027618e-09,-6.088049308390284e-22,-9.094947017729282e-13
